Id,Artist,Title,Wks,T10,PK,Pkstreams,Total,ReleaseDate,Popularity,Genre,Unique_Listener
2511,Avicii,For A Better Day,16,,29,"6,319,650","70,900,166",10/2/2015,64,"dance-pop, edm, electro house, electronic, electropop, festival progressive house, funky house, house, progressive house, tropical house",220255
2512,Manuel Turizo,Quiéreme Mientras Se Pueda,14,,132,"5,774,853","70,840,469",4/9/2021,75,"latin, latin pop, latin urban, reggaeton",56063
2513,Billie Eilish,NDA,6,,19,"19,622,725","70,832,502",7/30/2021,75,"2010s, 2020s, alt-pop, alternative pop, alternative r&b, art pop, bedroom pop, contemporary r&b, dark pop, electronic, electronica, electropop, gen z, indie pop, nepo baby, pity pop, pop, pop rock, pop soul, queer, singer-songwriter",761463
2514,DJ TOPO,MTG QUEM NÃO QUER SOU EU,6,,49,"16,102,015","70,822,209",5/10/2024,68,"brazilian, funk, latin, latin funk, mpb, rock and indie, south american",203414
2515,LF SYSTEM,Afraid To Feel,11,,140,"6,826,187","70,820,557",5/2/2022,77,"dance, disco house, french house, house",433671
2516,Post Malone,Over Now,8,,13,"22,173,263","70,679,346",8/28/2020,62,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",266390
2517,Master KG,Jerusalema,12,,88,"7,257,545","70,496,639",1/24/2020,72,"afropop, english, isizulu, pop, zulu",4964
2518,AC/DC,Thunderstruck,9,,162,"9,004,887","70,471,115",9/24/1990,85,"blues rock, classic rock, hard & heavy, hard rock, rock, rock and roll",1570423
2519,Taylor Swift,Enchanted (Taylor's Version),6,1,9,"24,949,461","70,372,735",7/7/2023,78,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",692795
2520,Jeremih,Don't Tell 'Em,28,,27,"4,308,381","70,248,864",12/4/2015,75,"alternative r&b, contemporary r&b, pop rap, soul, wonky",477485
2521,Jonas Blue,What I Like About You,13,,96,"6,767,458","70,178,622",3/22/2019,59,"electronic, house, tropical house",4753
2522,Katy Perry,This Is How We Do,25,,18,"5,156,017","70,156,519",10/18/2013,57,"2010s, bubblegum pop, camp, contemporary pop/rock, dance music, dance-pop, disco, electropop, gospel music, pop, pop rock, synth-pop, teen pop",539485
2523,DJ Khaled,STAYING ALIVE,7,,21,"15,991,390","70,051,131",12/13/1977,71,"another one, congratulations you played yourself, contemporary r&b, english, gangsta rap, hip hop, pop rap, southern hip hop, trap rap, we the best music",857
2524,Quevedo,WANDA,9,,141,"8,309,239","69,947,994",3/29/2021,37,latin trap,78745
2525,Drake,Major Distribution,4,1,4,"35,793,667","69,943,232",11/4/2022,66,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",450542
2526,David Guetta,Bad,37,,47,"3,125,566","69,915,732",3/2/2023,52,"dance, dance-pop, electro house, electronic, electropop, english, festival progressive house, future rave, house, tech house",4665
2527,Justin Quiles,Ponte Pa' Mi,13,,141,"5,841,615","69,826,467",11/13/2020,73,"latin, latin urban, reggaeton",25545
2528,Taylor Swift,Style (Taylor's Version),4,1,8,"35,131,367","69,804,936",10/26/2023,74,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",722267
2529,Kanye West,Off The Grid,6,,12,"24,302,344","69,804,293",8/29/2021,66,"chipmunk soul, christian hip hop, conscious hip hop, electropop, experimental hip hop, gospel, hip hop, nazi, pop, pop rap, pro trump, producer, progressive rap, trap",796200
2530,Calvin Harris,Under Control,38,3,8,"3,281,533","69,772,019",10/31/2014,74,"2010s, dance-pop, edm, electro house, electronic, electropop, festival progressive house, funktronica, late 2000s, nu disco, nu-disco, progressive house, uk hip hop",255027
2531,Ed Sheeran,Supermarket Flowers,10,,21,"17,511,782","69,682,634",3/3/2017,73,"dance-pop, folk, folk pop, guitarist, music for soccer moms, persian pop, pop, singer, singer-songwriter, soft rock, uk",360127
2532,Clean Bandit,Tick Tock,11,,82,"7,452,676","69,525,184",9/24/2020,58,"dance, dance-pop, electronic, electropop, english, house, left-field house, pop, tech house, uk, united kingdom",690
2533,Dímelo Flow,El Favor,12,,87,"6,605,332","69,496,831",2/14/2025,25,"latin, latin urban, reggaeton",504
2534,Metro Boomin,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",5,,25,"17,412,528","69,396,212",6/2/2023,71,"_private tag 1, chiptune, cover",449969
2535,Taylor Swift,Christmas Tree Farm,7,,79,"16,367,452","69,392,805",12/6/2019,58,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",482031
2536,Drake,Champagne Poetry,5,1,6,"34,053,174","69,389,306",9/3/2021,72,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",551510
2537,YNW Melly,Suicidal (Remix),11,,66,"8,528,593","69,338,127",3/13/2020,72,"hip hop, pop rap, southern hip hop, trap",289
2538,Skrillex,Purple Lamborghini,18,,56,"6,223,048","69,200,224",7/22/2016,64,"brostep, complextro, drumstep, dubstep, edm, electro house, electronic, glitch hop, hip hop, pop, riddim dubstep, tech house, techno, trap",14382
2539,TV Girl,Not Allowed,8,,165,"9,186,131","69,181,599",2/25/2016,83,"dream pop, electronic, hip hop, indie pop, lo-fi, pop",1519248
2540,Ed Sheeran,Barcelona,10,,22,"17,212,189","69,075,733",6/13/2024,59,"dance-pop, folk, folk pop, guitarist, music for soccer moms, persian pop, pop, singer, singer-songwriter, soft rock, uk",197116
2541,Kanye West,Moon,7,,19,"18,904,930","69,030,126",2/24/2023,74,"chipmunk soul, christian hip hop, conscious hip hop, electropop, experimental hip hop, gospel, hip hop, nazi, pop, pop rap, pro trump, producer, progressive rap, trap",861755
2542,John Mayer,New Light,11,,63,"8,141,191","69,015,660",7/16/2021,76,"acoustic rock, americana, blues, blues rock, folk rock, pop rock, singer/songwriter, soft rock",491410
2543,Ice Spice,Did It First,5,,38,"16,290,709","69,014,921",7/11/2024,68,"drill, east coast hip hop, hip hop, jersey club, jersey drill, pop rap, trap",8618
2544,Justin Bieber,As I Am,6,1,9,"21,522,896","68,888,984",3/19/2021,57,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",2903
2545,Manuel Turizo,Sola,14,,156,"5,196,275","68,843,722",5/9/2025,67,"latin, latin pop, latin urban, reggaeton",31441
2546,Ozuna,Caramelo - Remix,12,,85,"6,994,184","68,645,978",9/4/2020,68,"latin, latin trap, latin urban, reggaeton, trap latino",78601
2547,Bad Bunny,LA MuDANZA,5,,32,"20,401,443","68,631,966",1/5/2025,78,"hip hop, latin, latin trap, reggaeton, trap latino",247438
2548,Neton Vega,Chiquita,8,,159,"9,052,776","68,602,539",1979,74,"corrido tumbado, regional mexicano",43783
2549,Khalid,Outta My Head,8,,17,"15,957,258","68,592,608",1/1/2008,6,"contemporary r&b, hip hop, leftfield, pop, r&b, singer-songwriter",4228
2550,Lil Tjay,Headshot,10,,64,"8,863,674","68,517,244",7/16/2025,68,"east coast hip hop, english, hip hop, pop rap, rap, trap",1750
2551,Lele Pons,Celoso,14,,108,"5,784,409","68,493,802",8/17/2018,68,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",113562
2552,Pia Mia,Do It Again,25,,54,"3,886,940","68,421,139",5/4/2015,73,electropop,259444
2553,J. Cole,m y . l i f e,6,1,6,"25,215,473","68,404,912",5/14/2021,72,hip hop,74764
2554,Earl Agustin,Tibok,6,,64,"14,493,567","68,103,715",6/16/2023,71,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",57650
2555,Travis Scott,HIGHEST IN THE ROOM,7,,16,"16,492,946","1,152,019,953",10/4/2019,83,"english, experimental hip hop, hip hop, pop rap, rap, southern hip hop, trap",1307356
2556,Jessie J,Flashlight,26,,38,"5,110,788","68,056,919",4/14/2015,70,"contemporary r&b, pop, r&b, soul",25413
2557,Matoma,False Alarm,19,,82,"4,218,861","67,976,371",11/25/2016,63,"edm, house, tropical house",99202
2558,Nicky Jam,Atrévete,13,,112,"6,064,034","67,953,092",4/18/2025,39,"latin, latin urban, reggaeton",22103
2559,Myke Towers,ALMAS GEMELAS,11,,87,"7,283,956","67,931,592",7/22/2021,76,"latin, latin urban, reggaeton, trap latino",66730
2560,Tenxi,Garam & Madu (Sakit Dadaku),7,,111,"10,712,560","67,869,697",1/3/2025,77,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",23481
2561,Varun Jain,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",7,,78,"11,124,041","67,856,041",5/22/2023,55,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",12720
2562,Eminem,Killshot,9,,23,"13,711,262","67,828,856",10/30/2019,64,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",306450
2563,Avine Vinny,Coração Cachorro,10,,72,"7,960,076","67,823,275",9/10/2021,52,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",58442
2564,Ellie Goulding,Still Falling For You,14,,50,"7,016,233","67,719,853",8/19/2016,71,"club, contemporary r&b, dance, dance-pop, dream pop, edm, electropop, indie, indie folk, indie pop, indietronica, pop, synth-pop",16529
2565,Piso 21,Besándote,18,,126,"4,050,930","67,680,893",5/11/2018,65,"latin, latin pop, reggaeton",38154
2566,NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],12,,97,"6,341,546","67,467,563",12/23/2019,70,"gangsta rap, hardcore hip hop, hip hop, pop rap, southern hip hop, trap",236828
2567,Niack,Oh Juliana,12,,110,"6,223,143","67,382,400",6/30/2020,57,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",120281
2568,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",28,,57,"3,608,557","67,364,328",10/3/2025,65,"hip hop, southern hip hop, trap",232881
2569,Creepy Nuts,オトノケ - Otonoke,7,,138,"9,941,952","67,363,744",10/4/2024,76,"hip hop, jersey club rap, pop rap",275060
2570,Dean Martin,Rudolph The Red-Nosed Reindeer,8,,116,"11,791,755","67,306,243",1947,51,"big band, christmas music, country pop, easy listening, pop, standards, traditional pop, vocal jazz",333694
2571,AWOLNATION,Sail,48,,28,"1,895,930","67,143,569",7/26/2024,87,"alternative rock, pop rock, synthpop",1110094
2572,Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",5,,14,"21,235,230","67,090,662",6/21/2023,63,"pop, trap, trap edm, trap latino",86545
2573,Major Lazer,Powerful,35,,73,"2,981,912","67,086,139",3/3/2023,32,"art pop, dance-pop, dancehall, edm, electronic, electropop, jungle terror, moombahton, pop reggae",74951
2574,Léo Santana,Zona De Perigo,5,,26,"17,210,508","67,078,776",12/8/2022,62,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",31778
2575,Selena Gomez,Ojos Tristes,6,,63,"13,543,199","66,983,346",3/21/2025,73,"2010s, 2020s, alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, english, pop, rock, spanish, teen pop",61420
2576,IVE,LOVE DIVE,9,,51,"9,499,980","66,937,278",4/5/2022,71,"4th gen k-pop, girl group, k-pop",565355
2577,Nicki Minaj,Chun-Li,11,,58,"8,273,048","66,888,529",8/10/2018,67,"2010s, east coast hip hop, electronic, hip hop, late 2000s, pop, pop rap, queen of rap, r&b",569633
2578,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),8,,34,"12,223,187","66,885,158",8/20/2021,68,"_private tag 1, chiptune, cover",235169
2579,Odetari,KEEP UP,6,,75,"12,449,776","66,883,727",7/17/2024,76,electronic,321969
2580,Oliver Anthony Music,Rich Men North of Richmond,6,,39,"14,628,779","66,866,354",8/11/2023,73,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",118258
2581,J Balvin,Una Nota,9,,50,"10,060,200","66,820,111",9/10/2021,58,"hip hop, latin, latin pop, pop, reggaeton",63591
2582,Dua Lipa,Be The One,21,,115,"4,504,540","66,806,369",1/24/2018,50,"alternative pop, boogie, contemporary r&b, dance-pop, dream pop, electropop, europop, funktronica, girlpower, house, house music, indie pop, left-field pop, nu disco, nuno, pop, synth-pop",565244
2583,NLE Choppa,SLUT ME OUT,7,,71,"10,782,885","66,644,718",4/22/2022,69,"gangsta rap, hardcore hip hop, hip hop, pop rap, southern hip hop, trap",514846
2584,Peach Tree Rascals,Mariposa,12,,103,"6,622,051","66,642,974",8/28/2019,67,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",383485
2585,Omar Camacho,2+2,7,,89,"10,870,207","77,864,943",12/25/2022,34,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",355442
2586,Lithe,Fall Back,6,,76,"12,734,185","66,585,962",3/22/2024,73,"alternative, contemporary r&b, hip hop, r&b",188233
2587,The Weeknd,Sidewalks,12,,20,"13,146,729","66,569,574",11/25/2016,70,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",697634
2588,Bebe Rexha,Last Hurrah,10,,63,"8,857,931","66,552,634",2/15/2019,57,"dance-pop, pop, the sims",150659
2589,The White Stripes,Seven Nation Army,7,,146,"10,112,487","66,543,359",4/1/2003,83,"alternative rock, pop rock, rock, russian",2769181
2590,Rae Sremmurd,No Type,37,,55,"3,022,458","66,527,959",1/6/2015,69,"hip hop, pop rap, trap",542775
2591,Gusttavo Lima,Bloqueado - Ao Vivo,11,,106,"6,753,250","66,390,088",12/16/2021,63,"latin, sertanejo, sertanejo universitário, singer-songwriter",70052
2592,Stephanie Beatriz,The Family Madrigal,9,,64,"8,559,156","66,374,561",11/19/2021,67,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",202413
2593,Lil Tecca,Ransom,11,,78,"7,044,069","781,462,920",8/30/2019,82,"east coast hip hop, hip hop, pop rap, trap",903219
2594,J Balvin,Ahora,14,,109,"5,619,271","66,280,906",5/28/2025,41,"hip hop, latin, latin pop, pop, reggaeton",47327
2595,Lil Uzi Vert,That Way - Bonus Track,7,,16,"19,179,897","66,211,994",3/6/2020,58,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",249100
2596,Leslie Grace,Duro y Suave,15,,129,"4,880,313","66,167,317",1/19/2018,58,"bachata, latin, latin pop",35737
2597,Lil Wayne,Mona Lisa,6,1,4,"26,547,867","66,135,887",3/21/2025,78,"2000s, 2010s, criminal, gangsta rap, hip hop, pop, pop rap, r&b, rap rock, rock, southern hip hop, trap",7151
2598,Cali Y El Dandee,Por Fin Te Encontré,30,,102,"2,552,896","66,131,172",9/24/2015,72,"latin, latin pop, latin urban",66455
2599,Olivia Rodrigo,All I Want,12,,103,"6,957,683","66,121,218",1/10/2020,72,"2020s, folk pop, musical, pop, pop punk, pop rock, power pop, singer-songwriter",290305
2600,Madison Beer,Selfish,11,,79,"7,020,202","66,114,639",7/8/2025,45,"alternative pop, dance-pop, pop, singer-songwriter",394360
2601,Stevie Wonder,What Christmas Means To Me,8,,113,"10,935,284","66,106,547",9/26/2025,18,"american, américain, contemporary r&b, neo soul, r&b, soul, soul and reggae, usa",470501
2602,Pooh Shiesty,Back In Blood,11,,100,"7,027,274","66,084,521",11/6/2020,65,"gangsta rap, southern hip hop, trap",1333
2603,Camilo,Machu Picchu,10,,66,"8,069,408","65,984,727",3/21/2011,63,"latin, latin pop, reggaeton",33126
2604,Lady Gaga,Bad Romance,7,,67,"12,482,233","65,980,246",11/5/2009,84,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",2856285
2605,Rag'n'Bone Man,Skin,16,,95,"4,948,258","65,954,142",6/28/2024,66,"blues, neo soul, pop soul, r&b, soul, uk",193663
2606,Post Malone,On The Road,7,,17,"20,344,215","65,951,429",1/1/1988,61,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",6668
2607,Daft Punk,Get Lucky,40,,25,"5,644,865","65,909,724",5/20/2013,76,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",195409
2608,Miley Cyrus,Used To Be Young,5,,11,"20,981,308","65,902,912",8/18/2023,69,"2010s, contemporary r&b, dance-pop, electropop, pop, pop rock, power pop, queer, rock, teen pop",345390
2609,Lady Gaga,Hold My Hand,10,,110,"7,768,790","65,902,214",2015,68,"2000s, 2010s, 2020s, adult contemporary, americana, dance, dance-pop, electro house, electronic, electropop, film soundtrack, industrial pop, jazz, late 2000s, millennial, pop, pop rock, synth-pop, synthpop",262532
2610,"Tyler, The Creator",Noid,4,1,9,"29,980,387","65,821,377",12/12/2022,67,"hardcore hip hop, hip hop, horrorcore, west coast hip hop",970252
2611,Dayvi,Baila Conmigo,12,,104,"6,121,017","65,783,870",9/12/2019,66,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",4515
2612,Camila Cabello,She Loves Control,10,,53,"8,725,084","65,782,337",1/12/2018,55,"dance-pop, electropop, hyperpop, latin pop, pop, r&b",224701
2613,*NSYNC,"Merry Christmas, Happy Holidays",9,,109,"12,282,584","65,771,496",10/23/1998,45,"00s, 1990s, 2000s, 90s, blue-eyed soul, boy band, dance-pop, pop, pop soul, r&b, teen pop",329798
2614,j-hope,Killin' It Girl,5,,24,"17,456,434","65,756,528",6/13/2025,78,"dance-pop, hip hop, k-pop, pop, r&b",864
2615,"Tyler, The Creator","Darling, I",4,,22,"23,104,931","65,729,539",10/28/2024,75,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",448585
2616,Future,Where Ya At,33,,88,"2,528,415","65,705,963",7/17/2015,64,"english, hip hop, southern hip hop, trap, trap rap",89445
2617,LE SSERAFIM,EASY,6,,55,"13,796,378","65,644,630",10/14/2021,78,"4th gen k-pop, girl group, k-pop",506450
2618,Pamungkas,Monolog,7,,99,"10,516,126","75,452,123",7/20/2018,85,"alternative pop, indie pop, singer-songwriter",20472
2619,Tinashe,Nasty,6,,80,"11,621,287","65,582,118",4/12/2024,67,"alternative r&b, contemporary r&b, pop, trap soul",548245
2620,Matheus Fernandes,Baby Me Atende,12,,128,"6,031,099","65,556,679",2/26/2021,57,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",80728
2621,Nicki Minaj,Only,30,,35,"3,859,590","65,489,316",2/20/2024,53,"2010s, east coast hip hop, electronic, hip hop, late 2000s, pop, pop rap, queen of rap, r&b",532536
2622,Anne-Marie,Ciao Adios,15,,101,"5,237,636","65,438,753",4/27/2018,64,"alternative r&b, dance-pop, electronic, electropop, pop, r&b, soul",200619
2623,Vice,Steady 1234,16,,86,"4,879,146","65,436,072",9/30/2016,43,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",283
2624,NewJeans,Attention,9,,81,"8,865,970","65,386,838",5/11/2018,87,"4th gen k-pop, girl group, k-pop, kpop, throwback sound",790587
2625,Twenty One Pilots,Level of Concern,9,,30,"12,430,584","65,348,619",4/9/2020,63,"alternative electronic, alternative hip hop, alternative pop, alternative rap, alternative rock, electropop, hip hop, indie, indie pop, indietronica, piano rock, pop rap, rap",378604
2626,Dean Martin,"Baby, It's Cold Outside",8,,98,"10,828,748","65,289,386",10/10/2014,58,"lullaby, missing releases, wip",407571
2627,Yeat,Breathe,6,,77,"11,993,909","65,129,645",9/27/2017,58,"cloud rap, experimental hip hop, hip hop, pop rap, rage, trap",491057
2628,ItaloBrothers,Summer Air,16,,99,"4,936,551","65,057,349",9/30/2016,54,"electronica, eurodance, hands up, italo dance, jumpstyle, slager, techno, trance",109656
2629,Jombriel,Parte & Choke,7,,122,"10,526,369","65,031,145",9/25/2025,51,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",60396
2630,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,10,,77,"7,615,540","64,975,059",2/22/2005,76,"dance-pop, hip hop, pop rap",808298
2631,Cris MJ,Vamo a Bailotear,5,,24,"17,579,799","64,973,697",6/27/2025,84,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",64420
2632,RAYE,Escapism. - Sped Up,7,,58,"12,851,329","64,942,250",12/7/2022,70,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",336477
2633,NIKI,Every Summertime,10,,83,"7,619,536","64,885,788",8/10/2021,76,"alternative r&b, indonesia, r&b, singer-sonwriter",428887
2634,Sech,La Luz,10,,65,"8,688,657","64,880,435",8/23/2024,45,"latin, latin urban, reggaeton",19266
2635,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",19,,62,"5,284,791","64,860,729",4/15/2016,68,"2000s, 2010s, contemporary r&b, dance-pop, electropop, pop, pop rock, rock, singer-songwriter",228217
2636,Shakira,Can't Remember to Forget You,20,1,10,"4,072,126","64,758,723",3/13/2014,79,"latin, latin pop, pop, pop rock",211364
2637,David Guetta,Dirty Sexy Money,14,,100,"5,276,851","64,712,155",11/2/2017,52,"dance, dance-pop, electro house, electronic, electropop, english, festival progressive house, future rave, house, tech house",1647
2638,Olly Alexander (Years & Years),If You're Over Me,12,,66,"7,661,856","64,707,495",2/14/2019,52,"alternative r&b, dance-pop, electropop, house, nu disco, queer, synth-pop, synthpop",33547
2639,Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",9,,54,"7,897,754","64,575,933",9/14/2017,67,"2010s, alternative pop, alternative rock, art pop, dance-pop, folk pop, indie pop, indietronica, pop, singer-songwriter, synth-pop",388874
2640,The Chainsmokers,Hope,8,,32,"11,941,751","64,548,637",3/16/2018,81,"2010s, dance-pop, edm, electro house, electronic, electropop, future bass, satire",148252
2641,J. Cole,p r i d e . i s . t h e . d e v i l,6,,11,"22,934,823","64,469,181",9/22/2025,51,hip hop,64866
2642,Lil Uzi Vert,New Patek,9,,25,"13,518,892","64,308,455",9/18/2018,64,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",294440
2643,Vedo,You Got It,11,,87,"7,281,800","64,236,992",3/27/2020,70,"contemporary r&b, r&b",232188
2644,Polo G,21,13,,150,"5,195,004","64,054,776",5/15/2009,76,"chicago drill, drill, gangsta rap, hip hop, trap",322822
2645,The Jackson 5,I Saw Mommy Kissing Santa Claus,8,,99,"11,956,473","64,050,536",10/15/1970,54,"bubblegum pop, funk, pop, pop soul, soul",394722
2646,Bad Bunny,HIBIKI,4,,11,"29,461,939","64,033,131",5/11/2025,28,"hip hop, latin, latin trap, reggaeton, trap latino",162291
2647,Khalid,Up All Night,9,,51,"9,286,702","63,986,391",1/29/2016,46,"contemporary r&b, hip hop, leftfield, pop, r&b, singer-songwriter",154195
2648,Sabrina Carpenter,House Tour,4,,19,"21,011,818","73,453,178",8/29/2025,89,"2020s, dance-pop, electropop, pop",471702
2649,Sam Smith,Pray,9,,28,"11,500,141","63,947,628",2/5/2021,76,"alliteration, alternative r&b, blue-eyed soul, english, lgbtqi, nuno, pop, pop soul, queer, soul, synth funk",188488
2650,6ix9ine,STOOPID,8,,18,"15,135,119","63,924,244",7/5/2023,44,"2010s, drill, east coast hip hop, hardcore hip hop, hip hop, trap",81388
2651,TWISTED,WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,9,,136,"8,163,524","63,900,813",9/28/2022,67,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",100166
2652,The Chainsmokers,#SELFIE,15,7,3,"6,213,612","63,887,278",1/1/2014,63,"2010s, dance-pop, edm, electro house, electronic, electropop, future bass, satire",293920
2653,Jason Derulo,If I'm Lucky,12,,82,"5,984,377","63,833,706",8/31/2017,50,"2010s, contemporary r&b, dance, dance-pop, english, pop, r&b",63166
2654,Zedd,Good Thing,9,,53,"8,485,389","63,821,520",5/19/2025,67,"bass house, club, complextro, dance, dance-pop, deep house, dubstep, edm, electro house, electronic, electropop, festival progressive house, future bass, house, house music, pop, progressive house",4960
2655,Camila Cabello,Real Friends,11,,36,"10,930,220","63,752,700",1/12/2018,53,"dance-pop, electropop, hyperpop, latin pop, pop, r&b",254211
2656,Martin Solveig,Intoxicated,27,,60,"3,274,371","6,521,392",2/17/2023,57,"dance, dance and electronica, edm, electro house, electronic, future house, house",73988
2657,Duki,GIVENCHY,7,,25,"14,660,632","63,523,334",5/31/2024,49,trap latino,87064
2658,ZHU,Working For It - Bonus Track,18,,66,"4,267,004","63,351,204",1986,79,"dance, deep house, electropop, progressive house, tech house",56408
2659,Ariana Grande,eternal sunshine,4,,15,"25,640,457","63,273,359",7/15/2020,48,"contemporary r&b, dance-pop, pop, r&b, trap soul",656662
2660,Sleepy Hallow,A N X I E T Y,4,,22,"20,746,505","63,145,275",6/21/2014,86,"drill, east coast hip hop, hip hop",459
2661,Olivia Rodrigo,all-american bitch,4,1,9,"26,160,864","63,123,661",9/8/2023,73,"2020s, folk pop, musical, pop, pop punk, pop rock, power pop, singer-songwriter",914560
2662,Morgan Wallen,You Proof,8,,91,"9,714,928","63,116,292",3/3/2023,77,"country, country pop",211682
2663,Kaifi Khalil,Kahani Suno 2.0,7,,76,"10,265,156","63,114,186",5/31/2022,56,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",24179
2664,Taylor Swift,imgonnagetyouback,4,,28,"27,751,934","63,106,491",4/19/2024,73,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",453639
2665,The Weeknd,Six Feet Under,12,,25,"11,052,380","62,965,875",11/17/2016,73,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",476611
2666,Sam Smith,I’m Ready,8,,27,"13,761,693","62,960,452",3/11/2024,51,"alliteration, alternative r&b, blue-eyed soul, english, lgbtqi, nuno, pop, pop soul, queer, soul, synth funk",79
2667,Maluma,Qué Pena,10,,77,"7,253,445","62,867,391",9/27/2019,59,"english, latin, latin pop, latin urban, reggaeton, spanish, trap latino",48389
