id,artist,title,total,releasedate,unique_listener,year,recency,log_total,log_total_norm,unique_norm,recency_norm,songscore,genre,track_id,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mode,duration_ms,unnamed: 24,explicit
384,HUNTR/X,Golden,691191677,6/20/2025,677163,2025,1,20.35392774,0.808280914,0.176925053,1,65.72179728,k-pop,1CPZ5BxNNd0n0nF4Orb9JS,0.672707317,0.731365854,0.54025,119.947,0.139676829,-5.487,0.101746341,1,204280,,0
385,The Weeknd,Can't Feel My Face,641671404,8/28/2015,1710556,2015,0.875,20.2795869,0.80106632,0.446924522,0.875,70.96105164,"pop, r&b, synth-pop, hypnagogic pop, alternative r&b",22VdIZQfgXJea34mQxlt81,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
386,Justin Bieber,Mistletoe,635849886,1/1/2011,874188,2011,0.825,20.27047307,0.800181844,0.228402705,0.825,63.36117337,"dance-pop, pop, pop rap, r&b, teen pop",7xapw9Oy21WpfEcib2ErSA,0.644,0.732333333,0.438333333,119.947,0.195233333,-5.487,0.0706,1,204280,,0
387,Charli xcx,Guess featuring billie eilish,634754786,8/1/2024,1427859,2024,0.9875,20.26874932,0.800014559,0.373062942,0.9875,70.94261621,"hyperpop, art pop",0IsIY8pfu1yaGkPUD7pkDx,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
388,Yandel,Yandel 150,631334119,12/20/2022,165597,2022,0.9625,20.26334579,0.79949016,0.043265788,0.9625,60.52248162,"reggaeton, urbano latino, latin",4FAKtPVycI4DxoOHC01YqD,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
389,Logic,1-800-273-8255,629521089,5/5/2017,642495,2017,0.9,20.26046991,0.799211063,0.16786718,0.9,62.99656857,pop rap,5tz69p7tJuGPeMGwNTxYuV,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
390,Twenty One Pilots,Heathens,629357576,6/16/2016,1260994,2016,0.8875,20.26021014,0.799185853,0.329465335,0.8875,67.59325269,"alternative pop, alternative rap, indietronica, indie pop, alternative rock",6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,0.548,90.024,0.0841,-9.348,0.0286,0,195920,,FALSE
391,cassö,Prada,628551855,8/11/2023,539374,2023,0.975,20.25892909,0.79906153,0.14092427,0.975,63.6808046,hypertechno,59NraMJsLaMCVtwXTSia8i,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
392,Rauw Alejandro,Desesperados,619973040,12/10/2021,270629,2021,0.95,20.24518655,0.797727851,0.070707994,0.95,61.00763237,"reggaeton, urbano latino, trap latino, latin",6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,0.511,90.02,0.356,-3.35,0.0783,0,224996,,TRUE
393,Desiigner,Panda,618141508,2/26/2016,622344,2016,0.8875,20.24222797,0.797440727,0.162602234,0.8875,62.50010338,"pop rap, trap rap",275a9yzwGB6ncAW4SxY7q3,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
394,Kendrick Lamar,tv off,617256680,11/22/2024,339092,2024,0.9875,20.24079551,0.797301711,0.088595646,0.9875,62.27295492,"hip hop, west coast hip hop",0aB0v4027ukVziUGwVGYpG,0.79275,0.665,0.43575,119.947,0.1891955,-5.487,0.128425,1,204280,,0
395,The Weeknd,I Feel It Coming,614496718,11/25/2016,1329176,2016,0.8875,20.23631415,0.796866806,0.347279568,0.8875,68.01172734,"r&b, dance-pop, synth-pop, pop, contemporary r&b",3dhjNA0jGA8vHBQ1VdD6vV,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
396,Quevedo,Columbia,614422607,9/16/2025,218658,2025,1,20.23619354,0.796855101,0.057129286,1,61.55663361,latin trap,0uqt3MShCD4uYCIRNm6d4o,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
397,Oscar Maydon,Tu Boda,613825843,9/26/2024,128547,2024,0.9875,20.2352218,0.796760796,0.033585559,0.9875,60.5956066,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño, sierreño",1cOboCuWYI2osTOfolMRS6,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
398,Olivia Rodrigo,happier,611454554,5/21/2021,1087960,2021,0.95,20.23135119,0.796385163,0.284255925,0.95,67.34693591,"folk pop, pop, pop punk, pop rock, power pop",2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,0.338,168.924,0.765,-9.72,0.133,1,175933,,TRUE
399,Y2K,Lalala,610441444,1/1/2013,536780,2013,0.85,20.22969293,0.796224233,0.140246523,0.85,61.01860736,trap,51Fjme0JiitpyXKuyQiCDo,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
400,Bad Bunny,EoO,620615161,1/5/2025,412544,2025,1,20.24622174,0.797828313,0.107786797,1,63.12501956,"reggaeton, trap latino, urbano latino, latin",6J5kc12BW5HuP3d7C3vvx8,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
401,Billie Eilish,bury a friend,608548861,3/29/2019,1045515,2019,0.925,20.22658777,0.795922884,0.273166119,0.925,66.4911278,"pop soul, contemporary r&b, alternative r&b, electronica, art pop",4SSnFejRGlZikf02HLewEF,0.905,0.389,0.196,120.046,0.74,-14.505,0.332,1,193143,,FALSE
402,Major Lazer,Light It Up,604569611,8/10/2018,26664,2018,0.9125,20.22002738,0.795286215,0.006966107,0.9125,58.22329394,moombahton,2YOWAZjUoR5rso0voQr7Rs,0.6785,0.781,0.5075,119.947,0.08755,-5.487,0.09425,1,204280,,0
403,The Neighbourhood,Daddy Issues,603808704,10/30/2015,1703166,2015,0.875,20.21876799,0.795163995,0.444993702,0.875,70.60801079,"alternative rock, indie pop",5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,0.337,85.012,0.0678,-9.461,0.0329,1,260173,,FALSE
404,Mark Ronson,Uptown Funk,603131958,1/12/2015,536419,2015,0.875,20.21764657,0.795055163,0.140152203,0.875,61.45732425,"dance-pop, electropop, pop, pop soul, synth-pop",32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.928,114.988,0.00801,-7.223,0.0824,1,269666,,TRUE
405,Michael Bublé,Holly Jolly Christmas,602200188,12/5/2024,909252,2024,0.9875,20.21610049,0.79490512,0.237564042,0.9875,66.62217725,christmas,6rqn19AqjcM5wgI1hCYciJ,0.662,0.475,0.9225,119.947,0.4015,-5.487,0.03975,1,204280,,0
406,Khalid,Better,601815595,9/14/2018,701221,2018,0.9125,20.21546164,0.794843121,0.1832108,0.9125,63.48848005,"contemporary r&b, pop, r&b",2OpBganfGk2GVdSlRdxzaX,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
407,Rauw Alejandro,Qué Pasaría...,614060924,11/15/2024,320077,2024,0.9875,20.23560471,0.796797956,0.083627507,0.9875,62.09872302,"reggaeton, urbano latino, trap latino, latin",0l0vcZMU7AOeQmUIREoI2U,0.8075,0.6895,0.47225,119.947,0.362,-5.487,0.063025,1,204280,,0
408,Billie Eilish,LUNCH,598851443,5/17/2024,1474695,2024,0.9875,20.21052412,0.794363947,0.385300005,0.9875,71.0271975,"pity pop, indie pop, electronica, contemporary r&b, pop soul",629DixmZGHc7ILtEntuiWE,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
409,Lady Gaga,Rain On Me,597587263,5/29/2020,38734,2020,0.9375,20.20841088,0.794158862,0.010119693,0.9375,58.7615339,"art pop, pop",7ju97lgwC2rKQ6wwsf9no9,0.572,0.385,0.323,119.947,0.371,-5.487,0.0308,1,204280,,0
410,iñigo quintero,Si No Estás,596769089,9/23/2022,199550,2022,0.9625,20.20704081,0.794025901,0.052136848,0.9625,60.51540049,"reggaeton, trap latino, urbano latino, latin",2HafqoJbgXdtjwCOvNEF14,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
411,Drake,Hotline Bling,596313469,5/6/2016,1269062,2016,0.8875,20.20627704,0.793951779,0.3315733,0.8875,67.39478793,rap,0wwPcA6wtMf6HUMpIRdeP7,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
412,Drake,Nice For What,594741215,6/29/2018,882529,2018,0.9125,20.20363694,0.793695563,0.230581997,0.9125,64.85223808,rap,3CA9pLiwRIGtUBiMjbZmRw,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
413,Khalid,Young Dumb & Broke,594366159,4/27/2017,884333,2017,0.9,20.20300612,0.793634344,0.231053337,0.9,64.61331729,"contemporary r&b, pop, r&b",5Z3GHaZ6ec9bsiI5BenrbY,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
414,Lizzo,About Damn Time,591468747,7/15/2022,711239,2022,0.9625,20.1981194,0.7931601,0.18582825,0.9625,64.48285251,"contemporary r&b, pop rap, pop soul, r&b, rap",6HMtHNpW6YPi1hrw9tgF8P,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
415,Coldplay,Sparks,605305261,7/10/2000,2321244,2000,0.6875,20.22124345,0.795404232,0.60648186,0.6875,71.71466741,"post-britpop, pop, dream pop, pop rock, piano rock",7D0RhFcb3CrfPuTJ0obrod,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
417,Peso Pluma,LADY GAGA,587911236,1/1/2008,204353,2008,0.7875,20.19208654,0.792574625,0.053391751,0.7875,56.98048379,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",7mXuWTczZNxG5EDcjFEuJR,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
418,Zedd,Stay,586299104,7/9/2021,495243,2021,0.95,20.18934064,0.792308142,0.129393955,0.95,62.49722576,edm,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,0.544,102.04,0.253,-5.025,0.0622,0,210090,,FALSE
419,Selena Gomez,Wolves,586228775,10/25/2017,649918,2017,0.9,20.18922067,0.7922965,0.169806623,0.9,62.7090237,"alternative pop, art pop, alternative r&b, dance-pop, teen pop",0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,0.306,124.987,0.124,-4.614,0.0448,0,197993,,FALSE
420,Sabrina Carpenter,Feather,585632523,3/17/2023,1277616,2023,0.975,20.18820306,0.792197743,0.333808244,0.975,69.12413447,pop,2Zo1PcszsT9WQ0ANntJbID,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
421,Sam Smith,Stay With Me,585430499,1/1/2013,1166970,2019,0.925,20.18785803,0.792164259,0.304899241,0.925,48.9840373,soft pop,5Nm9ERjJZ5oyfXZTECKmRt,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
422,Oasis,Wonderwall - Remastered,593477826,10/2/1995,1314439,1995,0.625,20.20151041,0.793489189,0.343429163,0.625,62.47733434,"britpop, madchester",5qqabIl2vWzo9ApSC317sa,0.378,0.896,0.469,174.302,0.000452,-4.066,0.0407,1,258773,,FALSE
423,The Marías,No One Noticed,597261012,5/31/2024,1272930,2024,0.9875,20.20786478,0.794105865,0.33258391,0.9875,69.43281057,bedroom pop,3siwsiaEoU4Kuuc9WKMUy5,0.548,0.4135,0.2305,119.947,0.32715,-5.487,0.0481,1,204280,,0
424,Future,Mask Off,582487201,6/30/2017,1210945,2017,0.9,20.18281777,0.791675115,0.316388797,0.9,67.07541963,rap,0VgkVdmE4gld66l8iyGjgx,0.833,0.434,0.281,150.062,0.0102,-8.795,0.431,1,204600,,TRUE
425,Future,Like That,582266263,4/1/2024,1154641,2024,0.9875,20.1824384,0.791638297,0.301677985,0.9875,68.38225441,rap,2tudvzsrR56uom6smgOcSf,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
426,Tainy,Lo Siento BB:/,581354380,6/29/2023,169918,2023,0.975,20.18087108,0.791486193,0.044394756,0.975,60.40615231,reggaeton,04x1x0L8BYyIv1XlcJxWfi,0.801153846,0.723769231,0.675461538,119.947,0.253595385,-5.487,0.1101,1,204280,,0
427,Martin Garrix,In the Name of Love,581181619,7/29/2016,692003,2016,0.8875,20.18057386,0.791457349,0.180802369,0.8875,62.74693853,"edm, progressive house, electronica",23L5CiUhw2jV1OIMwthR3S,0.501,0.519,0.168,133.99,0.109,-5.88,0.0409,0,195706,,FALSE
428,Nio Garcia,Te Boté - Remix,580565818,4/13/2018,224598,2018,0.9125,20.17951374,0.791354466,0.058681258,0.9125,59.57816103,reggaeton,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,0.442,96.507,0.542,-3.445,0.214,0,417920,,TRUE
429,Black Eyed Peas,RITMO (Bad Boys For Life),579778398,11/2/2020,264212,2020,0.9375,20.17815652,0.791222751,0.069031395,0.9375,60.3820794,"dance-pop, electronic, pop, pop rap",5NyS3oxTlos3Agl2YtZwrC,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
430,Creedence Clearwater Revival,Have You Ever Seen The Rain,579502255,12/7/1970,1484188,1970,0.3125,20.17768011,0.791176517,0.387780286,0.3125,57.44223444,"classic rock, southern rock, country rock",2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0.774,116.109,0.0664,-7.028,0.0277,1,160133,,FALSE
431,Bad Bunny,VOY A LLeVARTE PA PR,588704997,1/5/2025,445061,2025,1,20.19343576,0.792705564,0.116282667,1,63.12375823,"reggaeton, trap latino, urbano latino, latin",59D4DOkspUbWyMmbAPQkxZ,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
432,Avicii,The Nights,577138124,1/1/2014,996057,2014,0.8625,20.17359218,0.790779794,0.260243994,0.8625,64.5963095,edm,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,0.654,125.983,0.0166,-5.298,0.0433,1,176658,,FALSE
433,Riton,Friday,577050376,1/15/2021,4130,2021,0.95,20.17344013,0.790765037,0.001078542,0.95,58.57060813,house,4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,0.801,122.98,0.0076,-3.424,0.126,1,169153,,FALSE
434,Nirvana,Smells Like Teen Spirit - Remastered,583976227,11/12/2021,36757,2021,0.95,20.18537083,0.791922883,0.009603152,0.95,58.88423872,"grunge, rock",4TMhakloPMPS84lNHNTSa3,0.489,0.918,0.691,116.731,3.53E-05,-4.502,0.0554,1,300893,,FALSE
435,Sia,Unstoppable,574347693,10/21/2016,596284,2016,0.8875,20.16874551,0.790309436,0.155793414,0.8875,61.93927424,"electropop, dance-pop, pop, alternative pop, art pop",2J2Z1SkXYghSajLibnQHOa,0.468,0.779,0.26,173.799,0.112,-4.839,0.0779,1,217746,,FALSE
436,Mark Ambor,Belong Together,572013726,6/23/2025,341664,2025,1,20.16467355,0.789914262,0.089267644,1,62.17374244,rap,0rtDE9zfXbamTlRUSwY7zy,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
437,Camila Cabello,Bam Bam,571221486,4/8/2022,5774,2022,0.9625,20.16328759,0.789779758,0.001508078,0.9625,58.78423024,"hyperpop, dance-pop, r&b, pop, latin pop",2DB4DdfCFMw1iaR6JaR03a,0.756,0.697,0.956,94.996,0.182,-6.377,0.0401,1,206070,,FALSE
438,Pop Smoke,What You Know Bout Love,570820904,7/3/2020,629522,2020,0.9375,20.16258607,0.789711677,0.164477663,0.9375,63.16991378,"brooklyn drill, new york drill, drill",1tkg4EHVoqnhR6iFEXb60y,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
439,JP Saxe,If The World Was Ending,566684070,10/17/2019,19667,2019,0.925,20.15531251,0.789005797,0.005137967,0.925,58.10442887,rap,2kJwzbxV2ppxnQoYw4GLBZ,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
440,Alec Benjamin,Let Me Down Slowly,565615679,11/16/2018,714595,2018,0.9125,20.15342539,0.788822657,0.186705088,0.9125,63.29228548,"indie pop, pop, alternative rock, alternative pop, acoustic pop",2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.483,150.073,0.74,-5.714,0.0318,0,169353,,FALSE
441,Juice WRLD,All Girls Are The Same,565153426,12/10/2018,889299,2018,0.9125,20.1526078,0.788743312,0.232350827,0.9125,64.6576904,"melodic rap, emo rap",4VXIryQMWpIdGgYR4TrjT1,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
442,G-Eazy,"Me, Myself & I",564775200,12/4/2015,691609,2015,0.875,20.15193834,0.788678341,0.180699427,0.875,62.35489989,trap,40YcuQysJ0KlGQTeGUosTC,0.756,0.674,0.389,111.995,0.0184,-6.518,0.0959,0,251466,,TRUE
443,Bruno Mars,Talking to the Moon,564322642,5/11/2010,1369973,2010,0.8125,20.15113671,0.788600545,0.357938793,0.8125,66.41819107,"pop, r&b, rock, soul",161DnLWsx1i3u1JT05lzqU,0.498,0.59,0.0784,145.867,0.511,-4.721,0.032,0,217866,,FALSE
444,Bad Bunny,WHERE SHE GOES,564223147,5/18/2023,362387,2023,0.975,20.15096038,0.788583434,0.09468204,0.975,61.76963289,"reggaeton, trap latino, urbano latino, latin",7ro0hRteUMfnOioTFI5TG1,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
445,Clean Bandit,Symphony,561744393,3/12/2024,70188,2024,0.9875,20.14655749,0.788156144,0.018337828,0.9875,59.70794201,"dance-pop, electronic, electropop, pop",72gv4zhNvRVdQA0eOenCal,0.715,0.605,0.454,122.956,0.239,-5.128,0.0428,0,212733,,FALSE
446,Kali Uchis,Moonlight,561191462,2/24/2023,1297281,2023,0.975,20.14557269,0.788060572,0.338946211,0.975,69.07141491,"alternative r&b, contemporary r&b, latin pop, neo soul",0JmnkIqdlnUzPaf8sqBRs3,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
447,Jason Derulo,Swalla,560860745,2/23/2017,6584,2017,0.9,20.14498321,0.788003363,0.00171971,0.9,57.45175948,"contemporary r&b, dance-pop, pop, r&b",6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,0.782,98.064,0.075,-3.862,0.109,1,216408,,TRUE
448,BlocBoy JB,Look Alive,557605940,2/9/2018,4347,2018,0.9125,20.13916307,0.787438534,0.001135239,0.9125,57.65598384,trap,6HJ34Zyw6bg8yGm28AxLXf,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
449,Bad Bunny,VeLDÁ,565208478,1/5/2025,347045,2025,1,20.15270521,0.788752765,0.090673564,1,62.15784514,"reggaeton, trap latino, urbano latino, latin",7d6yK8v8J484SWH5prIQiE,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
450,Lady Gaga,Abracadabra,554268310,2/3/2025,993525,2025,1,20.13315944,0.786855896,0.259582446,1,67.13026821,"art pop, pop",5ZLUm9eab8y3tqQ1OhQSHI,0.572,0.385,0.323,119.947,0.371,-5.487,0.0308,1,204280,,0
451,Dave,Sprinter,553546418,6/1/2023,650559,2023,0.975,20.13185617,0.786729417,0.1699741,0.975,63.93569384,"grime, uk grime, uk drill, drill",2FDTHlrBguDzQkp7PVj16Q,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
452,Chappell Roan,HOT TO GO!,552921182,9/22/2023,1465655,2023,0.975,20.13072602,0.786619739,0.382938081,0.975,70.31912938,"indie pop, synth-pop, gay pop, dance-pop, pop rock",4xdBrk0nFZaP54vvZj0yx7,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
453,Bad Bunny,Neverita,552086741,5/6/2022,383062,2022,0.9625,20.12921573,0.786473169,0.100083895,0.9625,61.57617531,"reggaeton, trap latino, urbano latino, latin",31i56LZnwE6uSu3exoHjtB,0.876,0.498,0.428,122.016,0.0706,-7.511,0.0478,1,173119,,FALSE
454,Zara Larsson,Lush Life,551641716,3/17/2017,1022366,2017,0.9,20.12840933,0.78639491,0.267117871,0.9,65.3332816,"pop, synth-pop, dance-pop, contemporary r&b, electropop",1rIKgCH4H52lrvDcz50hS8,0.694,0.712,0.799,98.023,0.132,-3.923,0.046,0,201122,,FALSE
455,TOTO,Africa,548673549,4/8/1982,2077006,1982,0.4625,20.1230142,0.785871325,0.542668644,0.4625,64.82362558,"yacht rock, soft rock",2374M0fQpWi3dLnB54qaLX,0.671,0.373,0.732,92.718,0.257,-18.064,0.0323,1,295893,,FALSE
456,Unknown Artist,No Me Conoce - Remix,548583436,5/24/2019,355442,2019,0.925,20.12284994,0.785855385,0.092867487,0.925,60.57879387,trap latino,1SV1fxF65n9NhRHp3KlBuu,0.707,0.806,0.442,119.947,0.10355,-5.487,0.0706,1,204280,,0
457,DNCE,Cake By The Ocean,547344387,11/18/2016,1202790,2016,0.8875,20.12058876,0.785635942,0.314258101,0.8875,66.45954015,rap,76hfruVvmfQbw0eYn1nmeC,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
458,Harry Styles,Falling,547095456,11/7/2022,997171,2022,0.9625,20.12013386,0.785591795,0.260535054,0.9625,66.34564138,"pop, rock, soft rock, soul, synth-pop",1ZMiCix7XSAbfAJlEZWMCp,0.534,0.7735,0.6095,119.947,0.232,-5.487,0.0511,1,204280,,0
459,Sabrina Carpenter,Bed Chem,547046260,8/23/2024,1129464,2024,0.9875,20.12004393,0.785583068,0.295099871,0.9875,67.88214953,pop,1UHS8Rf6h5Ar3CDWRd3wjF,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
460,Clean Bandit,Solo,546828888,11/12/2018,16979,2018,0.9125,20.11964649,0.785544498,0.004435661,0.9125,57.66029473,"dance-pop, electronic, electropop, pop",3NuK5xMlSlB6K2Qp16zf3h,0.74,0.622,0.556,104.966,0.0357,-4.608,0.0446,0,222706,,FALSE
461,Beyoncé,CUFF IT,546496040,7/29/2022,907444,2022,0.9625,20.11903762,0.785485408,0.237091657,0.9625,65.63702013,"pop soul, pop, soul, dance-pop, alternative r&b",1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,0.642,115.042,0.0368,-5.668,0.141,1,225388,,TRUE
462,The Kid LAROI,WITHOUT YOU,545746256,9/15/2012,398877,2012,0.8375,20.11766469,0.785352169,0.104215955,0.8375,59.14408711,"emo rap, pop rap, rap",1KMkcUvF7m3SDChDOa7i5L,0.4835,0.7105,0.3405,119.947,0.06205,-5.487,0.06255,1,204280,,0
463,Rvssian,Santa,544989467,11/17/2023,225237,2023,0.975,20.11627703,0.7852175,0.058848212,0.975,60.52632134,trap latino,6a9Z1jUms915w4O7N1PxjY,0.707,0.806,0.442,119.947,0.10355,-5.487,0.0706,1,204280,,0
464,MEDUZA,Piece Of Your Heart,544816971,2/1/2019,388031,2019,0.925,20.11596047,0.785186778,0.101382169,0.925,60.80080398,"alternative rock, pop soul, soul, pop, country",6iW38RGqdDGOofmz2HeXLW,0.797,0.86,0.192,124.033,0.0312,-4.38,0.0413,0,166451,,FALSE
465,yung kai,blue,544193195,8/2/2024,306036,2024,0.9875,20.11481488,0.785075602,0.079958949,0.9875,61.40254855,rap,3be9ACTxtcL6Zm4vJRUiPG,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
466,Drake,Too Good,542497343,11/17/2016,680627,2016,0.8875,20.11169375,0.784772703,0.177830108,0.8875,62.32353842,rap,3BtuIIrQlkujKPuWF2B85z,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
467,Ed Sheeran,Galway Girl,542207088,3/3/2017,666288,2017,0.9,20.11115857,0.784720766,0.17408369,0.9,62.45854899,soft pop,0afhq8XCExXpqazXczTSve,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
468,Drake,Rich Flex,540741681,11/4/2022,897860,2022,0.9625,20.10845224,0.784458123,0.2345876,0.9625,65.51053416,rap,1bDbXMyjaUIooNwFE9wn0N,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
469,XXXTENTACION,Revenge,539682195,8/25/2017,1188993,2017,0.9,20.106491,0.78426779,0.310653294,0.9,66.53298829,emo rap,5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,0.18,139.999,0.782,-16.169,0.259,0,120026,,TRUE
470,Hailee Steinfeld,Starving,539154382,7/22/2016,511122,2016,0.8875,20.10551251,0.78417283,0.133542736,0.8875,60.96492358,"dance-pop, electropop, synthpop",4Ce37cRWvM1vIGGynKcs22,0.6625,0.761,0.6005,119.947,0.0337,-5.487,0.06165,1,204280,,0
471,Ariana Grande,Side To Side,537400584,4/1/2016,1172804,2016,0.8875,20.10225434,0.783856633,0.306423517,0.8875,66.13553715,pop,44ONERBHALxftQNWq6dmyd,0.65,0.736,0.612,159.174,0.0513,-5.84,0.229,0,226160,,TRUE
472,SZA,Nobody Gets Me,537180079,12/9/2022,1034030,2022,0.9625,20.10184394,0.783816804,0.270165379,0.9625,66.54580157,r&b,5Y35SjAfXjjG0sFQ3KOxmm,0.65825,0.54675,0.3925,119.947,0.256625,-5.487,0.10495,1,204280,,0
473,Twenty One Pilots,Ride,537094400,4/18/2024,1401456,2024,0.9875,20.10168443,0.783801324,0.366164505,0.9875,69.92500136,"alternative rock, indie, rap, indie pop, alternative pop",2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,0.566,74.989,0.00835,-5.355,0.0393,1,214506,,FALSE
474,Khalid,Location,536818581,4/27/2017,824314,2017,0.9,20.10117076,0.783751473,0.215371889,0.9,63.64873035,"contemporary r&b, pop, r&b",152lZdxL1OR0ZMW6KquMif,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
475,Alleh,capaz (merengueton),545342138,12/24/2024,107278,2024,0.9875,20.11692393,0.78528028,0.028028507,0.9875,59.85486922,pop,4DnrAI8WyUY6gkOwl8GlPN,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
476,Måneskin,I WANNA BE YOUR SLAVE,535964658,3/19/2021,886603,2021,0.95,20.09957878,0.783596976,0.231646431,0.95,65.12924171,"alternative rock, rock, rock and roll, glam rock, pop rock",4pt5fDVTg5GhEvEtlz9dKk,0.75,0.608,0.958,132.507,0.00165,-4.008,0.0387,1,173346,,TRUE
477,Dua Lipa,Houdini,535304900,5/31/2024,902087,2024,0.9875,20.09834705,0.78347744,0.235692008,0.9875,65.99463223,pop,6D8y7Bck8h11byRY88Pt2z,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
478,Julia Michaels,Issues,533154479,7/28/2017,497792,2017,0.9,20.09432177,0.783086796,0.130059944,0.9,61.05613813,pop,7vu0JkJh0ldukEYbTVcqd0,0.728,0.415,0.455,114.145,0.401,-6.852,0.0639,1,176320,,FALSE
479,Sam Smith,How Do You Sleep?,533033471,7/19/2019,469198,2019,0.925,20.09409478,0.783064767,0.122589055,0.925,61.33091,soft pop,34pRqzRiFcIuyRMuuEayzY,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
